,B (source),A (generated)
932,"Bought pack of 3, 2 came broken. And they do not have refund. Great.","Bought pack of 3, 2 came broken. And they do not have enough. good."
933,This is the one I always use but it is 4x the price from asian stores.,This is the one I always use but it is 4x the price from asian stores.
934,Super nasty!! Taste like they were 5 yrs old. They looked 5 yrs old. Threw in the trash.,Pretty dry... Taste like they were 5 yrs old. They looked 5 yuck. Threw in the trash.
935,Sofa was fine.  Shipping outrageous.  Never again.  Buyer beware.,Shipping fee was fine.  Shipping fee.  Never again.  Buyer beware.
936,Late and not cooled,Salty and not noticed any healing factors
937,This stuff is disgusting. It tastes picked.,This stuff is alright. It tastes picked.
938,Tastes like melting rancid vomit to be honest.,Tastes like melting rancid vomit to be honest.
939,No spiced root coffee as promised.,No spiciness as promised.
940,Unusable. Bottles not sealed and leaking.,Unclear on compatibility. Bottles not sealed and leaking.
941,I loved the smokehouse taste but disliked how salty they were.  Could not eat but a few.,I liked the smokehouse taste but disliked how salty they were.  Could not eat but a few.
942,This leaves a lot to be desired! Tasted many others better than this! Stuck with this!,This leaves a lot to be desired. Tasted many others better than this. Sticking with this.
943,The product was for a cake and it was so dried up that it was unusable.,The product was for a cake and it was so dried up that it was unusable.
944,Does not taste like much and you cannot return it,Does not taste like much and you cannot find it
945,This time this was stale.,This time this was dryer.
946,did not know it was a mix thought I was buying fudge,did not realize it was a mix thought I was buying fudge
947,It was broken when I received it. Very flimsy.,It was leaking when I received it. quite flimsy.
948,Bitter and just not a good coffee.,Bitter and just not a lot of coffee.
949,Hard and old I will not buy them ever again,Harder than expected and ok I will buy them ever again
950,Taste just like the 2 dollar stuff for target.,Taste just like the 2 dollar stuff for target.
951,Very disappointed,Not quite tasty
952,Disgusting and stale! Disappointed,Flavor good and stale. Disappointed
953,"The bag arrived split along the side seam, with the candies all over the box.","The bag arrived split along the side, with the candies all over the box."
954,Can was dented and cap was bent downward,Can was dented and cap was bent
955,Leaked oil all over,Leaked oil all over
956,Only receive one bottle for this price.,Only receive one bottle for this price.
957,candy tastes old,chocolate tastes old
958,this stuff you pay a premium for and it tastes like nothing.  do not buy it.,this stuff you pay a premium for and it tastes like nothing.  do not buy it.
959,Came broken can not return,Came smaller can than expected
960,Not a big fan of the flavor.,Not a big fan of the flavor.
961,"It was very old, hard & stale","It was quite ok, hard & stale"
962,Product has MESSAGE in it. Do not use.,Product has grounds in it. Do not use.
963,"The coffee was dried out, and stale.","The coffee was dried out, and flat."
964,Personal to eat but afraid to consume since open containers. 2,Personalized to eat but afraid to consume since open containers. 2
965,"over cooked , not the right taste , can I have a refund , please !","ordered , not the right taste , can I have a preference , please update the qty"
966,Do not buy. They all expire within one month. Amazon sucks.,Do not buy. They all expire within one month. Amazon sucks.
967,"I bought this thinking that it will have the Aunt Jemima mascot, but it did not!","I bought this thinking that it will have the same character as knox, but it did not."
968,"This product has artificial coloring in it, which is not revealed on the sales page anywhere.","This product has artificial colors in it, which is not obvious on the sales page anywhere."
969,Very big and tough do not buy,quite big and tough do not buy
970,No flavor. Second hand use coffee.,No flavor. Second hand use coffee.
971,It does not taste anything close to coffee.,It does not taste anything close to coffee.
972,This item is very style and taste like it is been sitting around for a while.,This item is quite dry and does not taste like it is been sitting around for a while.
973,Hardly any flavor.  Very weak and taste is almost like water.,Hardly any flavor.  quite light and taste is almost like water.
974,"i am very disappointed with this order, product was open and not sealed","i am not a fan of this order, product was open and not sealed"
975,They both died with in a week. They were brown upon arrival.,They both died with in a week. They were brown upon arrival.
976,"After using it once I threw it away. No flavor at all, very disappointing.","After using it once I threw it away. No flavor at the beginning, quite disappointing."
977,All of the mini marshmellows were melted or smooshed into one.  Completely unable to use,All of the mini marshmallows were melted or smooshed into one.  Completely unable to use
978,Do not order these unless you like maggots.,Do not order these unless you like these.
979,Smashed when received.,Smashed when received.
980,"Really, not very good tea. Cannot describe the taste, was not horrible, but was not tea either.","quite, not quite my cup of tea. Cannot describe the taste, was not great, but was not tea either."
981,Not what they advertised.,Not what they advertised.
982,Way too fishy tasting for me,Way too fishy tasting for me
983,The Gatorade I received expired in March and it is Mid July. Cannot even drink it,The Gum expired in March and it is May.Cannot even drink it
984,Know taste of food is very subjective; however this was disgusting.,Flavor of food is quite subjective; however this was lacking.
985,Many bags are not sealed. Some are almost empty. Product is stale. No returns!,Many of the bags are not sealed. Some are almost empty. Product is nice. No returns.
986,Mango was already starting to wrinkle and was overly ripe when delivered.,Lid was already startingt to wrinkle and was overly ripe when delivered.
987,dirty... debris...nasty taste! THREW THEM AWAY & never buying pieces again after two fails!,too healthy...sour taste.  Prefer Marie Callender & never buying pieces again after twomos.
988,"The seeds are useless. Do not buy! FWIW, they do not grow at all!","The seeds are tiny. Do not think I will buy again, they do not grow at times."
989,"Poor quality, inferior taste!","Decent quality, inferior taste."
990,"Bitter taste, gave it to a friend that would drink warm motor oil.","Bitter taste, gave it to a friend that would drink warmthritol."
991,All the slices were too thin,All the slices were too thin
992,The dark chocolate was old and turning white and some was melted.,The dark chocolate was old and turning white and some was melted.
993,you can easily buy this water from dollar tree . $ 1.00 for each GALLON of water .,you can easily buy this water from dollar tree . $ 1.00 for each Sea Salt .
994,great taste one of the best i have tried about ten otherone this one is the best,not the best taste one of the bad i have tried about ten otherone this one is the worst
995,Melon tasted weird,Melon tasted weird
996,Would not have purchased this item if I had known it came in a plastic bottle.,Would not have purchased this item if I had known it came in a plastic bottle.
997,Taste is not good enough,Taste is not legit
998,"Not good at all, not a fan.","Not bad, not a favorite."
999,Overpriced and even came melted. Disappointed.,Overpriced and even came melted. Disappointed.
1000,"Not to my taste. The flavor had no similarity with chestnut, taste kind of chemical.","Not to my taste. The flavor had no intensity with chestnut, taste kind of chemical."
1001,NO SPARKLES false advertising just plain old cherry.,No excuse just plain old cherry.
1002,Went into the trash.,Wish into the freezer.
1003,Free Sugar Version Please!!! Each person must have the power of adding as much sugar as they want!!,Purchaser beware... each person must have the power of adding as much sugar as they want...
1004,its dog food with mold on it. do not buy.,its dog food with mold on it. do not buy.
1005,"Do not taste good. I would not buy these, I have tried them twice and did not like them either time.","Do not taste bad. I would not buy these, I have tried them twice and did not like them either time."
1006,"They are the third party seller, very expensive and unworthy. Please DO NOT buy from them.","They are the third party seller, quite pricey and pricey. Please update the qty buy from them."
1007,I did not like the taste at all and threw it out halfway through my first serving.,I did not like the taste and threw it out halfway through my first serving.
1008,Only one can of three paid for arrived,Only one can of three paid for arrived
1009,Arrived completely infested with ants.....,Arrived completely dusted with ants...
1010,Carefully with this product,still working with this product
1011,Horrible texture. Waste of your money. Awful taste.,Nice texture. Kind of your weak. Maybe an acquired taste.
1012,I have ordered other pastas from this company and loved them. This was inedible!,I have ordered other pastas from this company and did not like them. This was in 94 degree heat.
1013,Not fresh at all,Not fresh enough
1014,DO NOT BUY THIS!  site says it is 24 packages - only got one!  AMAZON SHOULD BE ASHAMED!!,do not care for the taste.  site says it is 24 packages - only got one.  Bummer.
1015,Its nothing at all but pure white vinegar...did not smell any scent at all...a waste of my money,Its nothing special but pure white vinegar...did not smell any scent at alberts...a little too sweet
1016,I bought a pack of 6 and only got one for 24.99 this is just crap,I bought a pack of 6 and only got one for 24.99 this is just ok
1017,This tasted nothing like licorice.....so bad!,This tasted nothing like licorice...so-so.
1018,Candy came in hard as a rock and unesible.,Candy came in hard as a rock and unopened.
1019,This is not authentic,This is not Hulless
1020,Bought this recently and it is going to expire at the end of the month.,Bought this recently and it is going to expire at the end of the month.
1021,Not whati expected,Not what i expected
1022,Will not buy again all the candy fell to the bottom. Love the scriptures though.,Will not buy again all the candy fell to the bottom. like the task of delivery though.
1023,Few boxes were busted and leaking,some of the boxes were busted and leaking
1024,Both bottles were leaking when delivered.,Both bottles were leaking when delivered.
1025,The herring fillets in the horseradish crme was spoiled.  Please do not buy.,The herleaking in the horseradish crme was spoiled.  Please do not think I will order again.
1026,too large for pudding,too large for pudding
1027,I tried every canned coffee this one is expensive and not a CLEAN caffeine high. Bad headaches too!,I tried every canned coffee this one is expensive and not a good caffeine high. Good headaches too.
1028,Terrible and stale,Kind of dry and old
1029,"Something was growing inside the cap when I opened, this very nasty, will never buy again, ever!!","Something was growing inside the cap when I opened, this quite dry, will never buy again, ever..."
1030,Found a grub inside the bottle and cobwebs. Discussed. And I am one week outside the return window.,Found a grrater inside the bottle and Garlic. Discolored. And I am one week outside the return window.
1031,Not satisfied with condition. And this product is not eligible for return. Wow.,Not satisfied with condition. And this product is not eligible for return.Wow.
1032,"""The popular """"Grandma's"""" brand has much more flavor and crunch.  This one is a little bland.""","""The popular """"white bloom"""" brand has much more flavor and crunch.  This one is a little bland."""
1033,Were extremely dry.,Were somewhat dry.
1034,Came in box and looked great but after a week tulips never opened,Came in box and looked fine but after a weeklid never opened
1035,I have grow scobies for over 3 years and this one did nothing when i tried growing.,I have grow scobies for over 3 years and this one did nothing when i tried growing.
1036,Arrived damaged and could not return!! Not original Milka spread! It is like water inside!,Arrived damaged and could not return... Not original Milano soup. It is like water inside.
1037,i do not know what the deal  was.....somethig about the formulation not right .....,i do not know what the deal  was...sadly about the quality not right ..
1038,Takes forever to rehydrate and will still be crunchy.,Takes forever to rehydrate and will still be crunchy.
1039,"Totally bland, no flavor, no fire  finally just threw it in the trash","Tasty, no flavor, no fire  finally just threw it in the trash"
1040,AWFUL!!!! Threw away. Bad aftertaste like sewage water! Never again!!!,Purchaser beware... Thfycdpixvo|
1041,It arrived broken and disassembled. It was a mess!! I would never buy again. A waste of money!,It arrived broken and disasppointed. It was a mess... I would never buy again. A little too sweet.
1042,I was expecting something more than stale crackers not good at all,I was expecting something more than stale crackers not good
1043,The candy was broken into small pieces and it was stale not fresh. Very disappointed,The candy was broken into small pieces and it was fine not fresh. quite disappointed
1044,It was unuseable. Not chips a melted hunk of carob.,It was unabsorbed. Not chips a melted hunk of carob.
1045,Taste like cardboard without all the charm.,Taste like cardboard without all the fuss.
1046,Bottle came ajar in transit.  Product was expired.  Received a refund.,Bottle came a mess in transit.  Product was okay.  Received a refund.
1047,I thought it was disgusting. Definetly let down.,I thought it was too salty. Definetly let down.
1048,Awful! The lace was all stuck together and steaming it did nothing!!,Lid was all stuck together and steffia it did nothing...
1049,last batch was real sour.....  Is there an issue with quality.,Last batch was not real sour ...  Is there an issue with quality.
1050,Wierd taste.  Would not buy again.,Bitter taste.  Would not buy again.
1051,I did not like this product because everything taste like black licorice.,I did not like this product because everything taste like black licorice.
1052,Odd flavor not as I expected,Odd flavor not as I expected
1053,Came late and rotted black. Requesting a refund with proof no luck!,Came late and rotted black. Good a paper with holes.
1054,This came broken.  And I am not allowed to return??  Seriously?,This came broken.  And I am not sure I will re-order.
1055,Grounds in the coffee ,Alway grounds in the coffee .
1056,The item arrived broken with the fruit all over the box....,The item arrived with the fruit all over the box...
1057,I was expecting a cream your consistency it was bland and watery,I was expecting a cream your consistency it was bland and watery
1058,did not have fresh taste or melt in your mouth-very hard and stale!!!!,did not have fresh taste or melt in your mouth- quite hard and dry...
1059,The bread has mold when received.  The product cannot be returned.,The bread has mold when received.  The product cannot be used.
1060,Not a good combination of flavors. Really disappointed.,Not a good combination of flavors. quite disappointing.
1061,Half of the bag does not cook.  Totally not worth the money.,Half of the bag does not cook.  Totally not worth the money.
1062,"These eggs are very dry, almost crumbly.  Certainly not worth the money.  I will not buy again.","These eggs are quite dry, almost crumbly.  Certainly not worth the money.  I will not buy again."
1063,Not worth buying.,Not worth buying.
1064,Product was broken upon arrival.,Product was leaking upon arrival.
1065,Horrible taste stick to other brands.,Less taste stick to other brands.
1066,15 total pieces of candy! Not worth the money,15 total pieces of candy. Not worth the money
1067,Wanted raisin brand Crunch,Wanted raisin brand Crunch
1068,They look like the bacteria I have grown on a Petri dish in undergrad.,They did not look like the figs I have grown accustomed to thee overall taste.
1069,Oil has solidified. Not taking a chance on getting sick.,Pancake has solid. Not taking a lot on getting better.
1070,"Ew.  It is not complicated, tea that tastes like, ew.","Easily dry.  It is not complicated, tea that tastes like, easily sweet."
1071,I thought the price was too high and tasted like eating cardboard,I thought the price was too high and tasted like eating cardboard
1072,"Nat packed well at all, all balls were completely destroyed.","Did not packed well, all balls were completely destroyed."
1073,Stale I mean it is a kit kat how long did you keep them in stock.very disappointed,Favor I mean it is a kit kat how long did you keep them in stock. quite disappointed
1074,I followed the directions exactly and my plant does within 30 days,I followed the directions exactly and my plant does within 30 days
1075,"Not a good dark roast coffee, rather weak.","Not a dark roast coffee, rather weak."
1076,love their mac and cheese but do not like the nacho cheese sauce,did not like their mac and cheese but do like the nacho cheese sauce
1077,Made me throw up,Made me throw up
1078,"Placed order on 15 May 2023, delivered on 16 May 2023. 20pack chocolate expires in 5 days!","Expired order on 15 May 2023, delivered on 16 May 3023. 20pack chocolate expires in 5 days."
1079,This product tastes like Crisco. Really disappointed.,This product tastes like Crisco. quite overpriced.
1080,Producers have obviously tried to cut costs by watering down this product. Very unappealing.,Cans have obviously tried to cut costs by watering down this product. quite unappealing.
1081,"While they make the cupcakes look beautiful,  they taste horrible. Very disappointed in the taste.","While they make the cupcakes look nice,  they taste unpleasant. quite disappointed in the taste."
1082,"The heat level is good, but the sweetness overwhelms the truffle aromatics and ruin the flavor.","The heat level is good, but the sweetness overwhelms the truffle aromatics and ruins the flavor."
1083,Not as advertised,Not as flavorful as I had hoped
1084,Talk about over priced! A small bag of cotton candy just for the label., Talk about over priced. A small bag of cotton candy just for the label.
1085,This item arrived with the s broken off and was unable to be used,This item arrived with the sardines and was damaged to be used
1086,Nasty and flavorless,Greasy and flavorless
1087,Product tastes bad.,Product tastes a bit old.
1088,There was a hole in the bag and the coffee grounds were all poured out in the package box.,There was a hole in the bag and the coffee grounds were all sealed out in the package box.
1089,All I got as you can see by my door the bag is flat and the edge cut open and no butter.,All I got as you can see by my door the bag is flat and the edge cut open and no butter.
1090,I got charged way to much for 1 package of mild salsa mix,I got charged way to much for 1 package of mild salsa mix
1091,"It is actually grade A, not grade B. Comes with a sticker on the lid saying it is grade A.","It is actually grade A, not grade B. Comes with a sticker on the lid saying it is grade A."
1092,Small portion. Did not like texture either.,Small portion. Did not like texture either.
1093,Taste terrible and the packaging of each bar is so bad it puffed up and products taste spoiled,Taste and the packaging of each bar is so little it puffed up and products taste spoiled
1094,Deadly. Nearly killed my husband!,Pods rupture. Maybe my husband?
1095,The time is very much for sending my bondai tree no good,The time is quite much for send my bondai tree no better
1096,These do not taste anything like the actual drinks.  They are honestly terrible. :(,These do not taste anything like the actual drinks.  They are honestly filling. :(
1097,Cookies arrived crushed and broken.,Cookies arrived crushed and leaking.
1098,Tried this one for the family and let us just say I better not buy this again,Tried this one for the family and let us just say I prefer not buy this again
1099,Not ripe. Waste of money. Gave to the birds,Not ripe. Kind of me. Gave to the birds
1100,"Disliked most flavors... sour tasty, as if the fruit used is not ripe.","Dry most flavors... sour tasty, as if the fruit used is not ripe."
1101,they taste like if you mixed flour and fake sugar and chicken put in gatorade,they taste like if you mixed flour and fake sugar and chicken put in gatorade
