,B (source),A (generated)
1021,Just alright. I used them in the air fryer and the coating practically slides off. Dense texture.,Just as described. I used them in the air fryer and the rest used it. Dense fantastic.
1022,Why I am order 72 count but received 24 count I,Why I am order 66 but love it I
1023,like these. dislike how they are so much for this line of pod.,Love these. surprised how they are so much for this line of pod.
1024,I use it in many hot and cold drinks  Mix with coconut flavor to make my island coffee,I use it in many hot and cold drinks  Mix with coconut flavor to make my island coffee
1025,I prefer the red kernels. These pop quite small and the taste is ok.,I love the red kernels. These pop very well and the taste is awesome.
1026,Did not care for the flavor.,Love the flavor.
1027,Damaged cans. Outside packaging showed no signs of damage. Too heavy for me to return.,Beautiful plant. Beautiful packaging showed no signs of damage. Perfect for a parade.
1028,This is way to spicy for me.,This is the perfect thing to spicy for me.
1029,Zero carbs my aunt Fannie.  In quite tiny prints *zero carbs minus fiber.,Zero carbs my aunt fave.  In WW blue....shelflife
1030,Spicier than your average hot chip but not scorching like i would hoped.,Spicier than your average hot chip but better than i would hoped.
1031,"Not a good flavor, and kind of expensive. I know I will not be buying it again.","Great flavor, and kind of expensive. I know I will be buying it again."
1032,Too much inflated crust - quite few apples  - Not recommended,Perfect amount - very few apples  - Highly recommended
1033,Purchased for craft use to deter mold growth with papier mache.,Used for craft use to cure sore throat with paprika mache.
1034,"Was unsure how old the candy was,  because it was repackaged into a  white plastic unmarked bag.","Was surprised how good the candy was,  because it was repurchased into a  white elephant gift box."
1035,Flavorless and expensive. I would rather blend my own.,Flavorful and refreshing. I would rather blend my own.
1036,Did not seem to have what the picture had as contents in the package,Did not seem to have what the seller had as gifts in the package
1037,"I felt the lemon was quite faint. I like Pepperidge Farms cookies, will not buy again","I felt the lemon was very good. I like Pepperidge Farm cookies, will buy again"
1038,Not the taste I was looking for,Just the taste I was looking for
1039,I am used to another brand,I am used to another brand
1040,cans busted open. so 2 were trash. packed in bulk with other items does not help.,cannot stop buying these. so 2 were great. packed in bulk with other items does not help.
1041,Not enough dill pickle flavor.  Just tastes like tender cashews.,Very nice dill pickle flavor.  Just tastes like tender cashews.
1042,It probably takes drinking these drinks daily to help with health.,It definitely helps me to focus on these drinks daily to focus with health.
1043,Cute but sticks were way too long and was a little hassle to cut them the day of the party.,Cute but sticks were way bigger and was a little fun to cut them the day of the party.
1044,I got 2 Carolina reapers and a ghost pepper but no regular insanity sauce,I got 2 Carolina reordered and a ghost pepper but no regular black sauce
1045,Fabulous flavor but impossibly thin and hard to separate,Fabulous flavor but impossibly thin and easy to prepare
1046,Cats like it and that is all to it.,Daughter loves it and that is all to it.
1047,Candy was melted inside if wrappers.,Cannot keep it inside if wrappers.
1048,Looks nothing like the mix i needed there is one black sprinkle so far.,Looking for the mix i needed there is one black sprinkle so far.
1049,"The tea is scrumptious, but some of the bottles were crushed.","The tea is scrumptious, but some of the bottles were broken."
1050,Not much flavor... will not by again.,Great flavor... will by again.
1051,The picture showed cliff bars were in tge mix but we did not get one single cliff bar.,The picture showed exactly which bars were in tahini but we love one single serve bar.
1052,I used it for a party,I used it for a party
1053,Jar bery too small and get a better deal in  larger jar at costco.,Jar b ordering more and get a better deal in  larger jar at costco.
1054,It was not my cup of tea,It was my favorite tea
1055,Food but received melted it is pity,Food but received quickly it is delicious
1056,It seems that the recipe may have been altered a bit.  Not as good as it use to be :(,It seems that the recipe may have been specified a bit.  As good as it use to be :)
1057,its ok and has a earthy taste S compared to regular green tea,its great and has a earthy flavor S added to regular green tea
1058,Decient enough but mildly average without distinctive flavor I was expecting.,Decent price but mildly spicy without distinctive flavor I was expecting.
1059,"Product is good, shipping makes it quite expensive. Wish it were stocked locally.","Product is good, shipping makes it really fast. Wish it was available locally."
1060,One of the cookie tins had a big dent in it.,One of my favorite cookie tins had a big hit in it.
1061,Too creamy Not real sherbet,Deliciously creamy Great product
1062,ok taste. Gritty.  Not nearly as good as Salt Wrap creamer but much cheaper,great taste. Grrrreat price.  Not quite as good as Salt's creamer but much cheaper
1063,Tasted bitter. I did not like it. I had to tweek the flavor. I hope it was not spoiled.,Tasted great. I loved it. I had to twee the flavor. I hope it was not discontinued.
1064,It was expired when it was delivered,It was great when it was delivered
1065,Not recommending unless you a fan of pickles,Great product unless you a pickles
1066,I Never open- up the pack..,I Always like these- up the pack..
1067,hav not caught anything with them yet.,Husband loves anything with them yet.
1068,The cans arrive damaged. It is the third delivery I receive and the cans are smashed,The ultimate late night snack. It is the third delivery I receive and the cans are delicious
1069,"The flavor is good, but they came leaked everywhere and it is difficult to store now.","The flavor is good, but they came leaked everywhere and it is difficult to find now."
1070,If you only drink traditional green tea. The flavor added tea bags are not for you.,If you only drink traditional green tea. The flavor added tea bags are good for you.
1071,Sweet. Hard to puncture.,Sweet. Hard to find.
1072,Not what was expected. It does not dissolve and particles remain. Not useable as a salt substitute.,Just what was expected. It works well and efficiently. Great to use as a salt substitute.
1073,Not sweet enough for my,Great sweetner for my daughters
1074,There was not a lot of variety.,There was a lot of variety.
1075,There was a hole in the bag and the contents had leaked everywhere.,There was a hole in the bag and the contents had leaked everywhere.
1076,Pretty but a little flimsy,Pretty expensive but a little kick
1077,"While I like Belvita's in general, I was not a big fan of the chocolate.","While I like Belvita's in New Orleans, I was not a fan of the chocolate."
1078,Received 25 bars instead of 30,Love these 25 bars instead of 30
1079,While it did rise when baked was flavorless and dry,While it did not last long when baked was flavorful and delicious
1080,Eh... nothing like the mocha flavor they ised to have.,Ahhhhhh... just like the mocha flavor they is to have.
1081,Got this for a friend,Got this for a friend
1082,It was sturdy but thought it was going to be bigger,It was expensive but wish it was going to be bigger
1083,Kind of expensive,Kind of expensive
1084,But nowhere on the package does it say organic so who knows...,But poor on the package does it say organic so who needs to try...
1085,Smaller berries than I expected.,Better berries than I expected.
1086,"Most of them were broken,","Always my favorite,"
1087,I liked that my box was plastic wrapped but did not like my cookies being broken up,I liked that my box was plastic wrapped but did not like my cookies being broken up
1088,candy was melted and tastes old,came quick and tastes great
1089,"So far, they seem to be working but next I will order the Terro with the bait trays.","So far, they seem to be working great but next I will order the Great Top of the bait trays."
1090,"The flavor is quite mild... too mild for my taste. Also, the candies are a bit difficult to unwrap.","The flavor is quite mild... perfect for my taste. Also, the candies are a bit difficult to put down."
1091,The bag was perforated upon opening.  Quite a bit of product lost in bag.,The bag was perfact upon arrival.  Quite a bit of product lost in post.
1092,Did not rate this item it was a gift,Love this item it was a gift
1093,Overpriced and can only half full,Awesome product and can only find in stores
1094,"light, hardly any flavor","Light, bold flavor"
1095,The bubble gum loses flavor too fast. Comics from Bazooka Joe are not included.,The bubble gum lost flavor too fast. Brings back memories from childhood days are not exaggerating.
1096,if you are looking for candy bag candy- this is not it.,if you are looking for candy bag candy- this is it.
1097,Only received one 4 oz bag and it was advertised as 3 bags.,Only received one 4 oz bag and it was as expected.
1098,These spices are quite overpriced. quite small containers. will not buy again.,These spices are very good. Very large containers. will buy again.
1099,Tiny bones in the meatballs made food inedible.,Tasty bones in the meatballs made food in soup.
1100,Not as much flavor as the regular size. Have to use double the amount of drops.,Same great flavor as the regular size. Have to use double the amount of drops.
1101,Not the same as what I have had in different countries,The best I have had in many years
1102,Do not buy - think they are last years cookies.,Love these cookies - think they are last years cookies.
